Year,State,Educational Attainment,Totals
2012,DC,Children under 15,91.0
2012,DC,No high school diploma,75.0
2012,DC,High school or equivalent,99.0
2012,DC,"Some college, less than 4-yr degree",79.0
2012,DC,Bachelor's degree or higher,276.0
2012,FL,Totals,19012.0
2012,FL,Educational Attainment,
2012,FL,Children under 15,3302.0
2012,FL,No high school diploma,2420.0
2012,FL,High school or equivalent,4669.0
2012,FL,"Some college, less than 4-yr degree",4521.0
2012,FL,Bachelor's degree or higher,4100.0
2012,GA,Totals,9683.0
2012,GA,Educational Attainment,
2012,GA,Children under 15,2090.0
2012,GA,No high school diploma,1355.0
2012,GA,High school or equivalent,2164.0
2012,GA,"Some college, less than 4-yr degree",1982.0
2012,GA,Bachelor's degree or higher,2092.0
2012,HI,Totals,1340.0
2012,HI,Educational Attainment,
2012,HI,Children under 15,252.0
2012,HI,No high school diploma,156.0
2012,HI,High school or equivalent,357.0
2012,HI,"Some college, less than 4-yr degree",295.0
2012,HI,Bachelor's degree or higher,279.0
2012,ID,Totals,1574.0
2012,ID,Educational Attainment,
2012,ID,Children under 15,358.0
2012,ID,No high school diploma,198.0
2012,ID,High school or equivalent,330.0
2012,ID,"Some college, less than 4-yr degree",408.0
2012,ID,Bachelor's degree or higher,279.0
2012,IL,Totals,12711.0
2012,IL,Educational Attainment,
2012,IL,Children under 15,2558.0
2012,IL,No high school diploma,1614.0
2012,IL,High school or equivalent,2942.0
2012,IL,"Some college, less than 4-yr degree",2682.0
2012,IL,Bachelor's degree or higher,2914.0
2012,IN,Totals,6353.0
2012,IN,Educational Attainment,
2012,IN,Children under 15,1311.0
2012,IN,No high school diploma,963.0
2012,IN,High school or equivalent,1681.0
2012,IN,"Some college, less than 4-yr degree",1412.0
2012,IN,Bachelor's degree or higher,986.0
2012,IA,Totals,3033.0
2012,IA,Educational Attainment,
2012,IA,Children under 15,595.0
2012,IA,No high school diploma,379.0
2012,IA,High school or equivalent,757.0
2012,IA,"Some college, less than 4-yr degree",724.0
2012,IA,Bachelor's degree or higher,579.0
2012,KS,Totals,2814.0
2012,KS,Educational Attainment,
2012,KS,Children under 15,606.0
2012,KS,No high school diploma,313.0
2012,KS,High school or equivalent,573.0
2012,KS,"Some college, less than 4-yr degree",648.0
2012,KS,Bachelor's degree or higher,675.0
2012,KY,Totals,4310.0
2012,KY,Educational Attainment,
2012,KY,Children under 15,858.0
2012,KY,No high school diploma,616.0
2012,KY,High school or equivalent,1227.0
2012,KY,"Some college, less than 4-yr degree",918.0
2012,KY,Bachelor's degree or higher,691.0
2012,LA,Totals,4506.0
2012,LA,Educational Attainment,
2012,LA,Children under 15,916.0
2012,LA,No high school diploma,741.0
2012,LA,High school or equivalent,1205.0
2012,LA,"Some college, less than 4-yr degree",915.0
2012,LA,Bachelor's degree or higher,729.0
2012,ME,Totals,1330.0
2012,ME,Educational Attainment,
2012,ME,Children under 15,217.0
2012,ME,No high school diploma,148.0
2012,ME,High school or equivalent,376.0
2012,ME,"Some college, less than 4-yr degree",315.0
2012,ME,Bachelor's degree or higher,274.0
2012,MD,Totals,5812.0
2012,MD,Educational Attainment,
2012,MD,Children under 15,1109.0
2012,MD,No high school diploma,710.0
2012,MD,High school or equivalent,1236.0
2012,MD,"Some college, less than 4-yr degree",1156.0
2012,MD,Bachelor's degree or higher,1600.0
2012,MA,Totals,6523.0
2012,MA,Educational Attainment,
2012,MA,Children under 15,1162.0
2012,MA,No high school diploma,781.0
2012,MA,High school or equivalent,1305.0
2012,MA,"Some college, less than 4-yr degree",1275.0
2012,MA,Bachelor's degree or higher,2001.0
2012,MI,Totals,9703.0
2012,MI,Educational Attainment,
2012,MI,Children under 15,1842.0
2012,MI,No high school diploma,1164.0
2012,MI,High school or equivalent,2302.0
2012,MI,"Some college, less than 4-yr degree",2414.0
2012,MI,Bachelor's degree or higher,1980.0
2012,MN,Totals,5285.0
2012,MN,Educational Attainment,
2012,MN,Children under 15,1053.0
2012,MN,No high school diploma,547.0
2012,MN,High school or equivalent,1075.0
2012,MN,"Some college, less than 4-yr degree",1334.0
2012,MN,Bachelor's degree or higher,1276.0
2012,MS,Totals,2934.0
2012,MS,Educational Attainment,
2012,MS,Children under 15,626.0
2012,MS,No high school diploma,516.0
2012,MS,High school or equivalent,631.0
2012,MS,"Some college, less than 4-yr degree",655.0
2012,MS,Bachelor's degree or higher,506.0
2012,MO,Totals,5898.0
2012,MO,Educational Attainment,
2012,MO,Children under 15,1165.0
2012,MO,No high school diploma,755.0
2012,MO,High school or equivalent,1400.0
2012,MO,"Some college, less than 4-yr degree",1382.0
2012,MO,Bachelor's degree or higher,1195.0
2012,MT,Totals,986.0
2012,MT,Educational Attainment,
2012,MT,Children under 15,192.0
2012,MT,No high school diploma,81.0
2012,MT,High school or equivalent,241.0
2012,MT,"Some college, less than 4-yr degree",250.0
2012,MT,Bachelor's degree or higher,222.0
2012,NE,Totals,1825.0
2012,NE,Educational Attainment,
2012,NE,Children under 15,386.0
2012,NE,No high school diploma,210.0
2012,NE,High school or equivalent,416.0
2012,NE,"Some college, less than 4-yr degree",436.0
2012,NE,Bachelor's degree or higher,377.0
2012,NV,Totals,2684.0
2012,NV,Educational Attainment,
2012,NV,Children under 15,548.0
2012,NV,No high school diploma,381.0
2012,NV,High school or equivalent,632.0
2012,NV,"Some college, less than 4-yr degree",647.0
2012,NV,Bachelor's degree or higher,476.0
2012,NH,Totals,1301.0
2012,NH,Educational Attainment,
2012,NH,Children under 15,220.0
2012,NH,No high school diploma,136.0
2012,NH,High school or equivalent,292.0
2012,NH,"Some college, less than 4-yr degree",291.0
2012,NH,Bachelor's degree or higher,362.0
2012,NJ,Totals,8652.0
2012,NJ,Educational Attainment,
2012,NJ,Children under 15,1650.0
2012,NJ,No high school diploma,1126.0
2012,NJ,High school or equivalent,2032.0
2012,NJ,"Some college, less than 4-yr degree",1536.0
2012,NJ,Bachelor's degree or higher,2308.0
2012,NM,Totals,2039.0
2012,NM,Educational Attainment,
2012,NM,Children under 15,432.0
2012,NM,No high school diploma,330.0
2012,NM,High school or equivalent,418.0
2012,NM,"Some college, less than 4-yr degree",413.0
2012,NM,Bachelor's degree or higher,446.0
2012,NY,Totals,19341.0
2012,NY,Educational Attainment,
2012,NY,Children under 15,3522.0
2012,NY,No high school diploma,2842.0
2012,NY,High school or equivalent,4549.0
2012,NY,"Some college, less than 4-yr degree",3727.0
2012,NY,Bachelor's degree or higher,4701.0
2012,NC,Totals,9505.0
2012,NC,Educational Attainment,
2012,NC,Children under 15,1931.0
2012,NC,No high school diploma,1386.0
2012,NC,High school or equivalent,2169.0
2012,NC,"Some college, less than 4-yr degree",2133.0
2012,NC,Bachelor's degree or higher,1886.0
2012,ND,Totals,675.0
2012,ND,Educational Attainment,
2012,ND,Children under 15,127.0
2012,ND,No high school diploma,70.0
2012,ND,High school or equivalent,142.0
2012,ND,"Some college, less than 4-yr degree",184.0
2012,ND,Bachelor's degree or higher,154.0
2012,OH,Totals,11320.0
2012,OH,Educational Attainment,
2012,OH,Children under 15,2238.0
2012,OH,No high school diploma,1380.0
2012,OH,High school or equivalent,3286.0
2012,OH,"Some college, less than 4-yr degree",2520.0
2012,OH,Bachelor's degree or higher,1896.0
2012,OK,Totals,3767.0
2012,OK,Educational Attainment,
2012,OK,Children under 15,809.0
2012,OK,No high school diploma,404.0
2012,OK,High school or equivalent,944.0
2012,OK,"Some college, less than 4-yr degree",924.0
2012,OK,Bachelor's degree or higher,686.0
2012,OR,Totals,3856.0
2012,OR,Educational Attainment,
2012,OR,Children under 15,720.0
2012,OR,No high school diploma,405.0
2012,OR,High school or equivalent,786.0
2012,OR,"Some college, less than 4-yr degree",1034.0
2012,OR,Bachelor's degree or higher,910.0
2012,PA,Totals,12716.0
2012,PA,Educational Attainment,
2012,PA,Children under 15,2232.0
2012,PA,No high school diploma,1593.0
2012,PA,High school or equivalent,3832.0
2012,PA,"Some college, less than 4-yr degree",2407.0
2012,PA,Bachelor's degree or higher,2652.0
2012,RI,Totals,1038.0
2012,RI,Educational Attainment,
2012,RI,Children under 15,177.0
2012,RI,No high school diploma,171.0
2012,RI,High school or equivalent,247.0
2012,RI,"Some college, less than 4-yr degree",204.0
2012,RI,Bachelor's degree or higher,240.0
2012,SC,Totals,4612.0
2012,SC,Educational Attainment,
2012,SC,Children under 15,918.0
2012,SC,No high school diploma,654.0
2012,SC,High school or equivalent,1153.0
2012,SC,"Some college, less than 4-yr degree",1040.0
2012,SC,Bachelor's degree or higher,848.0
2012,SD,Totals,812.0
2012,SD,Educational Attainment,
2012,SD,Children under 15,170.0
2012,SD,No high school diploma,97.0
2012,SD,High school or equivalent,200.0
2012,SD,"Some college, less than 4-yr degree",196.0
2012,SD,Bachelor's degree or higher,149.0
2012,TN,Totals,6337.0
2012,TN,Educational Attainment,
2012,TN,Children under 15,1245.0
2012,TN,No high school diploma,921.0
2012,TN,High school or equivalent,1681.0
2012,TN,"Some college, less than 4-yr degree",1300.0
2012,TN,Bachelor's degree or higher,1190.0
2012,TX,Totals,25592.0
2012,TX,Educational Attainment,
2012,TX,Children under 15,5829.0
2012,TX,No high school diploma,4621.0
2012,TX,High school or equivalent,5143.0
2012,TX,"Some college, less than 4-yr degree",5227.0
2012,TX,Bachelor's degree or higher,4772.0
2012,UT,Totals,2814.0
2012,UT,Educational Attainment,
2012,UT,Children under 15,737.0
2012,UT,No high school diploma,358.0
2012,UT,High school or equivalent,514.0
2012,UT,"Some college, less than 4-yr degree",727.0
2012,UT,Bachelor's degree or higher,478.0
2012,VT,Totals,616.0
2012,VT,Educational Attainment,
2012,VT,Children under 15,102.0
2012,VT,No high school diploma,67.0
2012,VT,High school or equivalent,162.0
2012,VT,"Some college, less than 4-yr degree",126.0
2012,VT,Bachelor's degree or higher,160.0
2012,VA,Totals,7976.0
2012,VA,Educational Attainment,
2012,VA,Children under 15,1547.0
2012,VA,No high school diploma,980.0
2012,VA,High school or equivalent,1803.0
2012,VA,"Some college, less than 4-yr degree",1597.0
2012,VA,Bachelor's degree or higher,2050.0
2012,WA,Totals,6817.0
2012,WA,Educational Attainment,
2012,WA,Children under 15,1300.0
2012,WA,No high school diploma,868.0
2012,WA,High school or equivalent,1347.0
2012,WA,"Some college, less than 4-yr degree",1690.0
2012,WA,Bachelor's degree or higher,1612.0
2012,WV,Totals,1825.0
2012,WV,Educational Attainment,
2012,WV,Children under 15,317.0
2012,WV,No high school diploma,254.0
2012,WV,High school or equivalent,630.0
2012,WV,"Some college, less than 4-yr degree",340.0
2012,WV,Bachelor's degree or higher,285.0
2012,WI,Totals,5686.0
2012,WI,Educational Attainment,
2012,WI,Children under 15,1092.0
2012,WI,No high school diploma,623.0
2012,WI,High school or equivalent,1416.0
2012,WI,"Some college, less than 4-yr degree",1371.0
2012,WI,Bachelor's degree or higher,1184.0
2012,WY,Totals,563.0
2012,WY,Educational Attainment,
2012,WY,Children under 15,113.0
2012,WY,No high school diploma,65.0
2012,WY,High school or equivalent,151.0
2012,WY,"Some college, less than 4-yr degree",150.0
2012,WY,Bachelor's degree or higher,83.0
2011,Total US,Totals,306553.0
2011,Total US,Educational Attainment,
2011,Total US,Children under 15,61180.0
2011,Total US,No high school diploma,44055.0
2011,Total US,High school or equivalent,70809.0
2011,Total US,"Some college, less than 4-yr degree",66125.0
2011,Total US,Bachelor's degree or higher,64383.0
2011,AL,Totals,4717.0
2011,AL,Educational Attainment,
2011,AL,Children under 15,934.0
2011,AL,No high school diploma,790.0
2011,AL,High school or equivalent,1218.0
2011,AL,"Some college, less than 4-yr degree",1004.0
2011,AL,Bachelor's degree or higher,772.0
2011,AK,Totals,696.0
2011,AK,Educational Attainment,
2011,AK,Children under 15,155.0
2011,AK,No high school diploma,87.0
2011,AK,High school or equivalent,150.0
2011,AK,"Some college, less than 4-yr degree",174.0
2011,AK,Bachelor's degree or higher,130.0
2011,AZ,Totals,6439.0
2011,AZ,Educational Attainment,
2011,AZ,Children under 15,1327.0
2011,AZ,No high school diploma,979.0
2011,AZ,High school or equivalent,1266.0
2011,AZ,"Some college, less than 4-yr degree",1551.0
2011,AZ,Bachelor's degree or higher,1316.0
2011,AR,Totals,2881.0
2011,AR,Educational Attainment,
2011,AR,Children under 15,595.0
2011,AR,No high school diploma,404.0
2011,AR,High school or equivalent,858.0
2011,AR,"Some college, less than 4-yr degree",614.0
2011,AR,Bachelor's degree or higher,409.0
2011,CA,Totals,37292.0
2011,CA,Educational Attainment,
2011,CA,Children under 15,7642.0
2011,CA,No high school diploma,6672.0
2011,CA,High school or equivalent,6841.0
2011,CA,"Some college, less than 4-yr degree",8077.0
2011,CA,Bachelor's degree or higher,8060.0
2011,CO,Totals,5001.0
2011,CO,Educational Attainment,
2011,CO,Children under 15,1034.0
2011,CO,No high school diploma,560.0
2011,CO,High school or equivalent,904.0
2011,CO,"Some college, less than 4-yr degree",1086.0
2011,CO,Bachelor's degree or higher,1417.0
2011,CT,Totals,3546.0
2011,CT,Educational Attainment,
2011,CT,Children under 15,649.0
2011,CT,No high school diploma,438.0
2011,CT,High school or equivalent,800.0
2011,CT,"Some college, less than 4-yr degree",691.0
2011,CT,Bachelor's degree or higher,968.0
2011,DE,Totals,891.0
2011,DE,Educational Attainment,
2011,DE,Children under 15,167.0
2011,DE,No high school diploma,124.0
2011,DE,High school or equivalent,243.0
2011,DE,"Some college, less than 4-yr degree",177.0
2011,DE,Bachelor's degree or higher,180.0
2011,DC,Totals,605.0
2011,DC,Educational Attainment,
2011,DC,Children under 15,88.0
2011,DC,No high school diploma,73.0
2011,DC,High school or equivalent,99.0
2011,DC,"Some college, less than 4-yr degree",83.0
2011,DC,Bachelor's degree or higher,263.0
2011,FL,Totals,18775.0
2011,FL,Educational Attainment,
2011,FL,Children under 15,3721.0
2011,FL,No high school diploma,2370.0
2011,FL,High school or equivalent,4617.0
2011,FL,"Some college, less than 4-yr degree",4425.0
2011,FL,Bachelor's degree or higher,4092.0
2011,GA,Totals,9658.0
2011,GA,Educational Attainment,
2011,GA,Children under 15,2056.0
2011,GA,No high school diploma,1397.0
2011,GA,High school or equivalent,2188.0
2011,GA,"Some college, less than 4-yr degree",2096.0
2011,GA,Bachelor's degree or higher,1921.0
2011,HI,Totals,1315.0
2011,HI,Educational Attainment,
2011,HI,Children under 15,253.0
2011,HI,No high school diploma,138.0
2011,HI,High school or equivalent,322.0
2011,HI,"Some college, less than 4-yr degree",311.0
2011,HI,Bachelor's degree or higher,291.0
2011,ID,Totals,1546.0
2011,ID,Educational Attainment,
2011,ID,Children under 15,360.0
2011,ID,No high school diploma,204.0
2011,ID,High school or equivalent,348.0
2011,ID,"Some college, less than 4-yr degree",378.0
2011,ID,Bachelor's degree or higher,257.0
2011,IL,Totals,12792.0
2011,IL,Educational Attainment,
2011,IL,Children under 15,2551.0
2011,IL,No high school diploma,1699.0
2011,IL,High school or equivalent,2873.0
2011,IL,"Some college, less than 4-yr degree",2778.0
2011,IL,Bachelor's degree or higher,2892.0
2011,IN,Totals,6409.0
2011,IN,Educational Attainment,
2011,IN,Children under 15,1363.0
2011,IN,No high school diploma,808.0
2011,IN,High school or equivalent,1865.0
2011,IN,"Some college, less than 4-yr degree",1324.0
2011,IN,Bachelor's degree or higher,1049.0
2011,IA,Totals,2985.0
2011,IA,Educational Attainment,
2011,IA,Children under 15,602.0
2011,IA,No high school diploma,386.0
2011,IA,High school or equivalent,757.0
2011,IA,"Some college, less than 4-yr degree",716.0
2011,IA,Bachelor's degree or higher,524.0
2011,KS,Totals,2770.0
2011,KS,Educational Attainment,
2011,KS,Children under 15,602.0
2011,KS,No high school diploma,325.0
2011,KS,High school or equivalent,532.0
2011,KS,"Some college, less than 4-yr degree",670.0
2011,KS,Bachelor's degree or higher,642.0
2011,KY,Totals,4286.0
2011,KY,Educational Attainment,
2011,KY,Children under 15,850.0
2011,KY,No high school diploma,670.0
2011,KY,High school or equivalent,1117.0
2011,KY,"Some college, less than 4-yr degree",932.0
2011,KY,Bachelor's degree or higher,718.0
2011,LA,Totals,4418.0
2011,LA,Educational Attainment,
2011,LA,Children under 15,943.0
2011,LA,No high school diploma,716.0
2011,LA,High school or equivalent,1014.0
2011,LA,"Some college, less than 4-yr degree",924.0
2011,LA,Bachelor's degree or higher,821.0
2011,ME,Totals,1300.0
2011,ME,Educational Attainment,
2011,ME,Children under 15,221.0
2011,ME,No high school diploma,158.0
2011,ME,High school or equivalent,350.0
2011,ME,"Some college, less than 4-yr degree",291.0
2011,ME,Bachelor's degree or higher,280.0
2011,MD,Totals,5789.0
2011,MD,Educational Attainment,
2011,MD,Children under 15,1114.0
2011,MD,No high school diploma,716.0
2011,MD,High school or equivalent,1262.0
2011,MD,"Some college, less than 4-yr degree",1121.0
2011,MD,Bachelor's degree or higher,1576.0
2011,MA,Totals,6542.0
2011,MA,Educational Attainment,
2011,MA,Children under 15,1151.0
2011,MA,No high school diploma,799.0
2011,MA,High school or equivalent,1443.0
2011,MA,"Some college, less than 4-yr degree",1213.0
2011,MA,Bachelor's degree or higher,1936.0
2011,MI,Totals,9763.0
2011,MI,Educational Attainment,
2011,MI,Children under 15,1885.0
2011,MI,No high school diploma,1263.0
2011,MI,High school or equivalent,2473.0
2011,MI,"Some college, less than 4-yr degree",2322.0
2011,MI,Bachelor's degree or higher,1821.0
2011,MN,Totals,5221.0
2011,MN,Educational Attainment,
2011,MN,Children under 15,1061.0
2011,MN,No high school diploma,549.0
2011,MN,High school or equivalent,1102.0
2011,MN,"Some college, less than 4-yr degree",1272.0
2011,MN,Bachelor's degree or higher,1237.0
2011,MS,Totals,2929.0
2011,MS,Educational Attainment,
2011,MS,Children under 15,634.0
2011,MS,No high school diploma,506.0
2011,MS,High school or equivalent,693.0
2011,MS,"Some college, less than 4-yr degree",652.0
2011,MS,Bachelor's degree or higher,444.0
2011,MO,Totals,5943.0
2011,MO,Educational Attainment,
2011,MO,Children under 15,1157.0
2011,MO,No high school diploma,837.0
2011,MO,High school or equivalent,1476.0
2011,MO,"Some college, less than 4-yr degree",1394.0
2011,MO,Bachelor's degree or higher,1079.0
2011,MT,Totals,981.0
2011,MT,Educational Attainment,
2011,MT,Children under 15,184.0
2011,MT,No high school diploma,97.0
2011,MT,High school or equivalent,248.0
2011,MT,"Some college, less than 4-yr degree",241.0
2011,MT,Bachelor's degree or higher,211.0
2011,NE,Totals,1806.0
2011,NE,Educational Attainment,
2011,NE,Children under 15,386.0
2011,NE,No high school diploma,226.0
2011,NE,High school or equivalent,425.0
2011,NE,"Some college, less than 4-yr degree",410.0
2011,NE,Bachelor's degree or higher,359.0
2011,NV,Totals,2698.0
2011,NV,Educational Attainment,
2011,NV,Children under 15,553.0
2011,NV,No high school diploma,366.0
2011,NV,High school or equivalent,668.0
2011,NV,"Some college, less than 4-yr degree",640.0
2011,NV,Bachelor's degree or higher,471.0
2011,NH,Totals,1297.0
2011,NH,Educational Attainment,
2011,NH,Children under 15,226.0
2011,NH,No high school diploma,135.0
2011,NH,High school or equivalent,275.0
2011,NH,"Some college, less than 4-yr degree",301.0
2011,NH,Bachelor's degree or higher,360.0
2011,NJ,Totals,8741.0
2011,NJ,Educational Attainment,
2011,NJ,Children under 15,1657.0
2011,NJ,No high school diploma,1133.0
2011,NJ,High school or equivalent,2081.0
2011,NJ,"Some college, less than 4-yr degree",1621.0
2011,NJ,Bachelor's degree or higher,2250.0
2011,NM,Totals,2034.0
2011,NM,Educational Attainment,
2011,NM,Children under 15,440.0
2011,NM,No high school diploma,323.0
2011,NM,High school or equivalent,394.0
2011,NM,"Some college, less than 4-yr degree",458.0
2011,NM,Bachelor's degree or higher,419.0
2011,NY,Totals,19135.0
2011,NY,Educational Attainment,
2011,NY,Children under 15,3498.0
2011,NY,No high school diploma,2848.0
2011,NY,High school or equivalent,4373.0
2011,NY,"Some college, less than 4-yr degree",3726.0
2011,NY,Bachelor's degree or higher,4690.0
2011,NC,Totals,9382.0
2011,NC,Educational Attainment,
2011,NC,Children under 15,1913.0
2011,NC,No high school diploma,1388.0
2011,NC,High school or equivalent,2141.0
2011,NC,"Some college, less than 4-yr degree",2113.0
2011,NC,Bachelor's degree or higher,1827.0
2011,ND,Totals,654.0
2011,ND,Educational Attainment,
2011,ND,Children under 15,126.0
2011,ND,No high school diploma,75.0
2011,ND,High school or equivalent,136.0
2011,ND,"Some college, less than 4-yr degree",178.0
2011,ND,Bachelor's degree or higher,139.0
2011,OH,Totals,11358.0
2011,OH,Educational Attainment,
2011,OH,Children under 15,2231.0
2011,OH,No high school diploma,1513.0
2011,OH,High school or equivalent,3442.0
2011,OH,"Some college, less than 4-yr degree",2352.0
2011,OH,Bachelor's degree or higher,1819.0
2011,OK,Totals,3703.0
2011,OK,Educational Attainment,
2011,OK,Children under 15,780.0
2011,OK,No high school diploma,510.0
2011,OK,High school or equivalent,943.0
2011,OK,"Some college, less than 4-yr degree",811.0
2011,OK,Bachelor's degree or higher,659.0
2011,OR,Totals,3770.0
2011,OR,Educational Attainment,
2011,OR,Children under 15,719.0
2011,OR,No high school diploma,395.0
2011,OR,High school or equivalent,845.0
2011,OR,"Some college, less than 4-yr degree",960.0
2011,OR,Bachelor's degree or higher,851.0
2011,PA,Totals,12544.0
2011,PA,Educational Attainment,
2011,PA,Children under 15,2252.0
2011,PA,No high school diploma,1615.0
2011,PA,High school or equivalent,3815.0
2011,PA,"Some college, less than 4-yr degree",2329.0
2011,PA,Bachelor's degree or higher,2533.0
2011,RI,Totals,1043.0
2011,RI,Educational Attainment,
2011,RI,Children under 15,181.0
2011,RI,No high school diploma,161.0
2011,RI,High school or equivalent,248.0
2011,RI,"Some college, less than 4-yr degree",219.0
2011,RI,Bachelor's degree or higher,234.0
2011,SC,Totals,4569.0
2011,SC,Educational Attainment,
2011,SC,Children under 15,900.0
2011,SC,No high school diploma,695.0
2011,SC,High school or equivalent,1175.0
2011,SC,"Some college, less than 4-yr degree",1035.0
2011,SC,Bachelor's degree or higher,764.0
2011,SD,Totals,801.0
2011,SD,Educational Attainment,
2011,SD,Children under 15,170.0
2011,SD,No high school diploma,93.0
2011,SD,High school or equivalent,194.0
2011,SD,"Some college, less than 4-yr degree",196.0
2011,SD,Bachelor's degree or higher,148.0
2011,TN,Totals,6324.0
2011,TN,Educational Attainment,
2011,TN,Children under 15,1227.0
2011,TN,No high school diploma,977.0
2011,TN,High school or equivalent,1740.0
2011,TN,"Some college, less than 4-yr degree",1268.0
2011,TN,Bachelor's degree or higher,1113.0
2011,TX,Totals,25225.0
2011,TX,Educational Attainment,
2011,TX,Children under 15,5855.0
2011,TX,No high school diploma,4698.0
2011,TX,High school or equivalent,4888.0
2011,TX,"Some college, less than 4-yr degree",5083.0
2011,TX,Bachelor's degree or higher,4701.0
2011,UT,Totals,2770.0
2011,UT,Educational Attainment,
2011,UT,Children under 15,734.0
2011,UT,No high school diploma,330.0
2011,UT,High school or equivalent,544.0
2011,UT,"Some college, less than 4-yr degree",652.0
2011,UT,Bachelor's degree or higher,509.0
2011,VT,Totals,625.0
2011,VT,Educational Attainment,
2011,VT,Children under 15,104.0
2011,VT,No high school diploma,66.0
2011,VT,High school or equivalent,169.0
2011,VT,"Some college, less than 4-yr degree",125.0
2011,VT,Bachelor's degree or higher,160.0
2011,VA,Totals,7844.0
2011,VA,Educational Attainment,
2011,VA,Children under 15,1531.0
2011,VA,No high school diploma,983.0
2011,VA,High school or equivalent,1708.0
2011,VA,"Some college, less than 4-yr degree",1582.0
2011,VA,Bachelor's degree or higher,2041.0
2011,WA,Totals,6728.0
2011,WA,Educational Attainment,
2011,WA,Children under 15,1329.0
2011,WA,No high school diploma,814.0
2011,WA,High school or equivalent,1305.0
2011,WA,"Some college, less than 4-yr degree",1823.0
2011,WA,Bachelor's degree or higher,1458.0
2011,WV,Totals,1823.0
2011,WV,Educational Attainment,
2011,WV,Children under 15,319.0
2011,WV,No high school diploma,287.0
2011,WV,High school or equivalent,621.0
2011,WV,"Some college, less than 4-yr degree",321.0
2011,WV,Bachelor's degree or higher,275.0
2011,WI,Totals,5638.0
2011,WI,Educational Attainment,
2011,WI,Children under 15,1092.0
2011,WI,No high school diploma,595.0
2011,WI,High school or equivalent,1478.0
2011,WI,"Some college, less than 4-yr degree",1262.0
2011,WI,Bachelor's degree or higher,1211.0
2011,WY,Totals,552.0
2011,WY,Educational Attainment,
2011,WY,Children under 15,113.0
2011,WY,No high school diploma,66.0
2011,WY,High school or equivalent,145.0
2011,WY,"Some college, less than 4-yr degree",145.0
2011,WY,Bachelor's degree or higher,83.0
2010,Total US,Totals,304280.0
2010,Total US,Educational Attainment,
2010,Total US,Children under 15,62112.0
2010,Total US,No high school diploma,44028.0
2010,Total US,High school or equivalent,71358.0
2010,Total US,"Some college, less than 4-yr degree",64217.0
2010,Total US,Bachelor's degree or higher,62566.0
2010,AL,Totals,4669.0
2010,AL,Educational Attainment,
2010,AL,Children under 15,935.0
2010,AL,No high school diploma,772.0
2010,AL,High school or equivalent,1319.0
2010,AL,"Some college, less than 4-yr degree",945.0
2010,AL,Bachelor's degree or higher,698.0
2010,AK,Totals,691.0
2010,AK,Educational Attainment,
2010,AK,Children under 15,155.0
2010,AK,No high school diploma,88.0
2010,AK,High school or equivalent,156.0
2010,AK,"Some college, less than 4-yr degree",172.0
2010,AK,Bachelor's degree or higher,120.0
2010,AZ,Totals,6513.0
2010,AZ,Educational Attainment,
2010,AZ,Children under 15,1467.0
2010,AZ,No high school diploma,952.0
2010,AZ,High school or equivalent,1321.0
2010,AZ,"Some college, less than 4-yr degree",1463.0
2010,AZ,Bachelor's degree or higher,1310.0
2010,AR,Totals,2852.0
2010,AR,Educational Attainment,
2010,AR,Children under 15,589.0
2010,AR,No high school diploma,478.0
2010,AR,High school or equivalent,833.0
2010,AR,"Some college, less than 4-yr degree",591.0
2010,AR,Bachelor's degree or higher,361.0
2010,CA,Totals,36794.0
2010,CA,Educational Attainment,
2010,CA,Children under 15,7894.0
2010,CA,No high school diploma,6381.0
2010,CA,High school or equivalent,6446.0
2010,CA,"Some college, less than 4-yr degree",7972.0
2010,CA,Bachelor's degree or higher,8102.0
2010,CO,Totals,4971.0
2010,CO,Educational Attainment,
2010,CO,Children under 15,1045.0
2010,CO,No high school diploma,573.0
2010,CO,High school or equivalent,959.0
2010,CO,"Some college, less than 4-yr degree",988.0
2010,CO,Bachelor's degree or higher,1407.0
2010,CT,Totals,3480.0
2010,CT,Educational Attainment,
2010,CT,Children under 15,655.0
2010,CT,No high school diploma,409.0
2010,CT,High school or equivalent,788.0
2010,CT,"Some college, less than 4-yr degree",666.0
2010,CT,Bachelor's degree or higher,961.0
2010,DE,Totals,884.0
2010,DE,Educational Attainment,
2010,DE,Children under 15,174.0
2010,DE,No high school diploma,126.0
2010,DE,High school or equivalent,235.0
2010,DE,"Some college, less than 4-yr degree",173.0
2010,DE,Bachelor's degree or higher,176.0
2010,DC,Totals,596.0
2010,DC,Educational Attainment,
2010,DC,Children under 15,98.0
2010,DC,No high school diploma,80.0
2010,DC,High school or equivalent,96.0
2010,DC,"Some college, less than 4-yr degree",84.0
2010,DC,Bachelor's degree or higher,239.0
2010,FL,Totals,18405.0
2010,FL,Educational Attainment,
2010,FL,Children under 15,3371.0
2010,FL,No high school diploma,2439.0
2010,FL,High school or equivalent,4445.0
2010,FL,"Some college, less than 4-yr degree",4239.0
2010,FL,Bachelor's degree or higher,3910.0
2010,GA,Totals,9671.0
2010,GA,Educational Attainment,
2010,GA,Children under 15,2164.0
2010,GA,No high school diploma,1448.0
2010,GA,High school or equivalent,2244.0
2010,GA,"Some college, less than 4-yr degree",1871.0
2010,GA,Bachelor's degree or higher,1944.0
2010,HI,Totals,1251.0
2010,HI,Educational Attainment,
2010,HI,Children under 15,246.0
2010,HI,No high school diploma,138.0
