,State,FIPS,Food Insecurity Rate,Number of Food Insecure Persons,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Food Budget Shortfall,Cost Per Meal,Child food insecurity rate,Number of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Year
110,AZ,4027.0,0.161,32800.0,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.862,,0.138,15340000.0,2.74,0.316,16840.0,0.81,0.2,2016
111,AR,5001.0,0.191,3550.0,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.208,0.214,1828000.0,3.01,0.237,1020.0,0.76,0.24,2016
112,AR,5003.0,0.192,4040.0,1.3,SNAP,1.85,Other Nutrition Program,0.572,0.21,0.218,2058000.0,2.98,0.259,1280.0,0.78,0.23,2016
113,AR,5005.0,0.139,5710.0,1.3,SNAP,1.85,Other Nutrition Program,0.505,0.227,0.268,2885000.0,2.96,0.232,1680.0,0.74,0.26,2016
114,AR,5007.0,0.108,26380.0,1.3,SNAP,1.85,Other Nutrition Program,0.523,0.176,0.301,13474000.0,2.99,0.188,12530.0,0.69,0.32,2016
115,AR,5009.0,0.149,5550.0,1.3,SNAP,1.85,Other Nutrition Program,0.565,0.218,0.217,2443000.0,2.58,0.238,1970.0,0.81,0.2,2016
116,AR,5011.0,0.208,2310.0,1.3,SNAP,1.85,Other Nutrition Program,0.71,0.104,0.186,1142000.0,2.89,0.281,730.0,0.72,0.28,2016
117,AR,5013.0,0.175,910.0,1.3,SNAP,1.85,Other Nutrition Program,0.651,0.194,0.155,441000.0,2.84,0.244,250.0,1.0,0.0,2016
118,AR,5015.0,0.125,3450.0,1.3,SNAP,1.85,Other Nutrition Program,0.678,0.13,0.192,1750000.0,2.97,0.219,1350.0,0.81,0.19,2016
119,AR,5017.0,0.267,2990.0,1.3,SNAP,1.85,Other Nutrition Program,0.666,0.16,0.175,1487000.0,2.91,0.288,740.0,0.7,0.31,2016
120,AR,5019.0,0.204,4630.0,1.3,SNAP,1.85,Other Nutrition Program,0.537,0.108,0.355,2430000.0,3.07,0.252,1110.0,0.7,0.3,2016
121,AR,5021.0,0.173,2630.0,1.3,SNAP,1.85,Other Nutrition Program,0.639,0.182,0.179,1158000.0,2.58,0.273,870.0,0.89,0.11,2016
122,AR,5023.0,0.151,3880.0,1.3,SNAP,1.85,Other Nutrition Program,0.526,0.175,0.299,2071000.0,3.12,0.249,1250.0,0.7,0.3,2016
123,AR,5025.0,0.17,1430.0,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.123,0.338,738000.0,3.02,0.254,490.0,0.69,0.31,2016
124,AR,5027.0,0.227,5500.0,1.3,SNAP,1.85,Other Nutrition Program,0.562,0.102,0.336,2809000.0,2.99,0.269,1390.0,0.6,0.4,2016
125,AR,5029.0,0.182,3830.0,1.3,SNAP,1.85,Other Nutrition Program,0.572,0.154,0.274,1799000.0,2.75,0.271,1320.0,0.73,0.27,2016
126,AR,5031.0,0.175,17990.0,1.3,SNAP,1.85,Other Nutrition Program,0.564,0.132,0.303,8438000.0,2.74,0.232,5930.0,0.69,0.31,2016
127,AR,5033.0,0.142,8810.0,1.3,SNAP,1.85,Other Nutrition Program,0.611,0.184,0.205,4453000.0,2.96,0.238,3700.0,0.82,0.19,2016
128,AR,5035.0,0.25,12360.0,1.3,SNAP,1.85,Other Nutrition Program,0.605,0.183,0.212,6290000.0,2.98,0.258,3590.0,0.65,0.35,2016
129,AR,5037.0,0.194,3350.0,1.3,SNAP,1.85,Other Nutrition Program,0.628,0.185,0.187,1594000.0,2.78,0.241,1030.0,0.78,0.22,2016
130,AR,5039.0,0.203,1570.0,1.3,SNAP,1.85,Other Nutrition Program,0.442,0.222,0.336,793000.0,2.96,0.23,420.0,0.55,0.45,2016
131,AR,5041.0,0.266,3250.0,1.3,SNAP,1.85,Other Nutrition Program,0.734,0.12,0.146,1635000.0,2.94,0.3,940.0,0.67,0.33,2016
132,AR,5043.0,0.229,4290.0,1.3,SNAP,1.85,Other Nutrition Program,0.628,0.1,0.272,2154000.0,2.94,0.275,1150.0,0.61,0.39,2016
133,AR,5045.0,0.163,19660.0,1.3,SNAP,1.85,Other Nutrition Program,0.512,0.139,0.349,10286000.0,3.06,0.204,5830.0,0.65,0.36,2016
134,AR,5047.0,0.159,2830.0,1.3,SNAP,1.85,Other Nutrition Program,0.645,0.09,0.265,1369000.0,2.83,0.247,1050.0,0.78,0.22,2016
135,AR,5049.0,0.165,2010.0,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.158,0.208,959000.0,2.79,0.3,740.0,0.8,0.2,2016
136,AR,5051.0,0.171,16560.0,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.094,0.289,8226000.0,2.91,0.255,5160.0,0.71,0.29,2016
137,AR,5053.0,0.135,2440.0,1.3,SNAP,1.85,Other Nutrition Program,0.546,0.145,0.309,1263000.0,3.03,0.211,890.0,0.75,0.25,2016
138,AR,5055.0,0.157,6870.0,1.3,SNAP,1.85,Other Nutrition Program,0.548,0.148,0.305,3066000.0,2.61,0.239,2570.0,0.73,0.27,2016
139,AR,5057.0,0.198,4400.0,1.3,SNAP,1.85,Other Nutrition Program,0.703,0.133,0.164,1981000.0,2.63,0.256,1500.0,0.79,0.22,2016
140,AR,5059.0,0.16,5330.0,1.3,SNAP,1.85,Other Nutrition Program,0.523,0.19,0.286,2721000.0,2.99,0.232,1650.0,0.8,0.2,2016
141,AR,5061.0,0.167,2260.0,1.3,SNAP,1.85,Other Nutrition Program,0.711,0.171,0.118,1106000.0,2.86,0.245,860.0,0.82,0.18,2016
142,AR,5063.0,0.156,5790.0,1.3,SNAP,1.85,Other Nutrition Program,0.627,0.144,0.229,2735000.0,2.76,0.249,2220.0,0.77,0.23,2016
143,AR,5065.0,0.167,2250.0,1.3,SNAP,1.85,Other Nutrition Program,0.602,0.127,0.271,1099000.0,2.86,0.283,710.0,0.83,0.17,2016
144,AR,5067.0,0.212,3720.0,1.3,SNAP,1.85,Other Nutrition Program,0.543,0.122,0.335,1781000.0,2.8,0.303,1070.0,0.78,0.22,2016
145,AR,5069.0,0.258,18690.0,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.138,0.296,9657000.0,3.02,0.267,4480.0,0.65,0.35,2016
146,AR,5071.0,0.149,3880.0,1.3,SNAP,1.85,Other Nutrition Program,0.664,0.171,0.165,1915000.0,2.89,0.248,1570.0,0.82,0.19,2016
147,AR,5073.0,0.234,1670.0,1.3,SNAP,1.85,Other Nutrition Program,0.596,0.173,0.231,847000.0,2.97,0.272,400.0,0.66,0.34,2016
148,AR,5075.0,0.176,2970.0,1.3,SNAP,1.85,Other Nutrition Program,0.684,0.057,0.258,1394000.0,2.75,0.255,960.0,0.74,0.27,2016
149,AR,5077.0,0.277,2710.0,1.3,SNAP,1.85,Other Nutrition Program,0.602,0.131,0.267,1317000.0,2.84,0.266,510.0,0.67,0.33,2016
150,AR,5079.0,0.207,2890.0,1.3,SNAP,1.85,Other Nutrition Program,0.428,0.134,0.438,1442000.0,2.92,0.252,630.0,0.82,0.18,2016
151,AR,5081.0,0.183,2310.0,1.3,SNAP,1.85,Other Nutrition Program,0.601,0.157,0.242,1122000.0,2.84,0.244,700.0,0.61,0.39,2016
152,AR,5083.0,0.156,3430.0,1.3,SNAP,1.85,Other Nutrition Program,0.623,0.188,0.189,1639000.0,2.8,0.244,1200.0,0.8,0.2,2016
153,AR,5085.0,0.136,9720.0,1.3,SNAP,1.85,Other Nutrition Program,0.458,0.159,0.383,5171000.0,3.11,0.204,3850.0,0.63,0.37,2016
154,AR,5087.0,0.14,2210.0,1.3,SNAP,1.85,Other Nutrition Program,0.683,0.153,0.163,1118000.0,2.96,0.223,830.0,0.83,0.17,2016
155,AR,5089.0,0.151,2480.0,1.3,SNAP,1.85,Other Nutrition Program,0.648,0.177,0.176,1207000.0,2.85,0.256,740.0,0.9,0.1,2016
156,AR,5091.0,0.196,8570.0,1.3,SNAP,1.85,Other Nutrition Program,0.572,0.152,0.276,4377000.0,2.99,0.243,2570.0,0.73,0.27,2016
157,AR,5093.0,0.24,10610.0,1.3,SNAP,1.85,Other Nutrition Program,0.638,0.19,0.172,5034000.0,2.78,0.283,3380.0,0.77,0.23,2016
158,AR,5095.0,0.244,1840.0,1.3,SNAP,1.85,Other Nutrition Program,0.709,0.089,0.202,865000.0,2.75,0.284,450.0,0.74,0.26,2016
159,AR,5097.0,0.152,1380.0,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.238,0.196,678000.0,2.87,0.253,450.0,0.8,0.2,2016
160,AR,5099.0,0.23,2000.0,1.3,SNAP,1.85,Other Nutrition Program,0.741,0.083,0.177,965000.0,2.83,0.29,570.0,0.82,0.18,2016
161,AR,5101.0,0.151,1210.0,1.3,SNAP,1.85,Other Nutrition Program,0.701,0.155,0.144,590000.0,2.85,0.248,390.0,0.86,0.14,2016
162,AR,5103.0,0.231,5700.0,1.3,SNAP,1.85,Other Nutrition Program,0.666,0.125,0.209,2687000.0,2.76,0.267,1510.0,0.77,0.24,2016
163,AR,5105.0,0.151,1540.0,1.3,SNAP,1.85,Other Nutrition Program,0.552,0.141,0.307,804000.0,3.05,0.254,570.0,0.82,0.18,2016
164,AR,5107.0,0.303,6030.0,1.3,SNAP,1.85,Other Nutrition Program,0.732,0.171,0.097,2997000.0,2.91,0.31,1670.0,0.64,0.36,2016
165,AR,5109.0,0.149,1640.0,1.3,SNAP,1.85,Other Nutrition Program,0.629,0.195,0.176,807000.0,2.88,0.239,610.0,0.8,0.2,2016
166,AR,5111.0,0.18,4350.0,1.3,SNAP,1.85,Other Nutrition Program,0.646,0.173,0.181,1956000.0,2.63,0.267,1540.0,0.83,0.17,2016
167,AR,5113.0,0.165,3350.0,1.3,SNAP,1.85,Other Nutrition Program,0.706,0.172,0.122,1627000.0,2.84,0.274,1300.0,0.92,0.08,2016
168,AR,5115.0,0.157,9910.0,1.3,SNAP,1.85,Other Nutrition Program,0.57,0.162,0.268,4833000.0,2.85,0.235,3380.0,0.8,0.2,2016
169,AR,5117.0,0.178,1480.0,1.3,SNAP,1.85,Other Nutrition Program,0.626,0.231,0.143,752000.0,2.97,0.25,430.0,0.89,0.11,2016
170,AR,5119.0,0.199,77820.0,1.3,SNAP,1.85,Other Nutrition Program,0.513,0.154,0.333,40595000.0,3.05,0.223,20750.0,0.65,0.36,2016
171,AR,5121.0,0.161,2840.0,1.3,SNAP,1.85,Other Nutrition Program,0.592,0.146,0.262,1323000.0,2.73,0.247,980.0,0.69,0.31,2016
172,AR,5123.0,0.25,6760.0,1.3,SNAP,1.85,Other Nutrition Program,0.556,0.184,0.259,3174000.0,2.75,0.264,1620.0,0.66,0.34,2016
173,AR,5125.0,0.119,13730.0,1.3,SNAP,1.85,Other Nutrition Program,0.36,0.179,0.461,7323000.0,3.12,0.182,5010.0,0.53,0.48,2016
174,AR,5127.0,0.149,1590.0,1.3,SNAP,1.85,Other Nutrition Program,0.679,0.171,0.149,778000.0,2.86,0.256,660.0,0.87,0.13,2016
175,AR,5129.0,0.158,1250.0,1.3,SNAP,1.85,Other Nutrition Program,0.633,0.177,0.189,598000.0,2.8,0.243,380.0,1.0,0.0,2016
176,AR,5131.0,0.161,20530.0,1.3,SNAP,1.85,Other Nutrition Program,0.643,0.132,0.224,9857000.0,2.81,0.246,7680.0,0.73,0.27,2016
177,AR,5133.0,0.12,2060.0,1.3,SNAP,1.85,Other Nutrition Program,0.729,0.173,0.098,1001000.0,2.84,0.238,1190.0,0.83,0.17,2016
178,AR,5135.0,0.169,2890.0,1.3,SNAP,1.85,Other Nutrition Program,0.732,0.138,0.13,1385000.0,2.8,0.265,950.0,0.9,0.1,2016
179,AR,5137.0,0.171,2140.0,1.3,SNAP,1.85,Other Nutrition Program,0.764,0.099,0.137,1052000.0,2.88,0.267,670.0,0.93,0.07,2016
180,AR,5139.0,0.205,8250.0,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.157,0.283,4117000.0,2.92,0.253,2450.0,0.69,0.31,2016
181,AR,5141.0,0.163,2750.0,1.3,SNAP,1.85,Other Nutrition Program,0.624,0.191,0.185,1401000.0,2.98,0.266,900.0,0.89,0.11,2016
182,AR,5143.0,0.143,31410.0,1.3,SNAP,1.85,Other Nutrition Program,0.586,0.175,0.239,15953000.0,2.97,0.205,11280.0,0.75,0.26,2016
183,AR,5145.0,0.163,12820.0,1.3,SNAP,1.85,Other Nutrition Program,0.533,0.17,0.297,6352000.0,2.9,0.229,4270.0,0.74,0.26,2016
184,AR,5147.0,0.22,1510.0,1.3,SNAP,1.85,Other Nutrition Program,0.647,0.134,0.219,739000.0,2.87,0.262,390.0,0.72,0.28,2016
185,AR,5149.0,0.129,2800.0,1.3,SNAP,1.85,Other Nutrition Program,0.658,0.253,0.09,1381000.0,2.89,0.228,1240.0,0.85,0.15,2016
186,CA,6001.0,0.134,214370.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.627,,0.373,136279000.0,3.72,0.159,54840.0,0.59,0.41,2016
187,CA,6003.0,0.152,180.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.689,,0.311,107000.0,3.47,0.19,50.0,0.43,0.57,2016
188,CA,6005.0,0.128,4710.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.587,,0.413,3202000.0,3.98,0.203,1170.0,0.68,0.32,2016
189,CA,6007.0,0.17,38000.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.79,,0.21,20553000.0,3.17,0.221,10050.0,0.73,0.27,2016
190,CA,6009.0,0.13,5840.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.706,,0.294,4364000.0,4.37,0.198,1590.0,0.65,0.35,2016
191,CA,6011.0,0.113,2410.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,1265000.0,3.07,0.251,1490.0,0.83,0.17,2016
192,CA,6013.0,0.111,123170.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.635,,0.365,74353000.0,3.53,0.156,40700.0,0.57,0.43,2016
193,CA,6015.0,0.168,4640.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.759,,0.241,2670000.0,3.37,0.244,1430.0,0.8,0.2,2016
194,CA,6017.0,0.117,21350.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.593,,0.407,15761000.0,4.32,0.17,6550.0,0.56,0.45,2016
195,CA,6019.0,0.145,139220.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,68930000.0,2.9,0.262,72890.0,0.78,0.22,2016
196,CA,6021.0,0.132,3700.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,2026000.0,3.2,0.227,1720.0,0.82,0.18,2016
197,CA,6023.0,0.171,23170.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.816,,0.184,12312000.0,3.11,0.215,5670.0,0.81,0.19,2016
198,CA,6025.0,0.15,26740.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,11799000.0,2.58,0.331,16990.0,0.77,0.24,2016
199,CA,6027.0,0.117,2150.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.702,,0.298,1137000.0,3.09,0.175,660.0,0.69,0.31,2016
200,CA,6029.0,0.136,118410.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,58535000.0,2.89,0.25,64310.0,0.79,0.22,2016
201,CA,6031.0,0.136,20410.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.965,,0.035,10404000.0,2.98,0.242,10000.0,0.81,0.19,2016
202,CA,6033.0,0.17,10900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.876,,0.124,7001000.0,3.76,0.245,3200.0,0.82,0.18,2016
203,CA,6035.0,0.155,4940.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.484,,0.516,3104000.0,3.68,0.233,1220.0,0.67,0.33,2016
204,CA,6037.0,0.114,1147010.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.99,,0.01,649879000.0,3.32,0.191,439010.0,0.72,0.28,2016
205,CA,6039.0,0.114,17540.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,11369000.0,3.79,0.238,10160.0,0.84,0.17,2016
206,CA,6041.0,0.105,27240.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.506,,0.494,20112000.0,4.32,0.135,7160.0,0.51,0.5,2016
207,CA,6043.0,0.156,2750.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.641,,0.359,1425000.0,3.03,0.219,640.0,0.65,0.35,2016
208,CA,6045.0,0.145,12710.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.89,,0.11,8680000.0,4.0,0.216,4120.0,0.83,0.17,2016
209,CA,6047.0,0.132,35000.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,18177000.0,3.04,0.257,20540.0,0.84,0.16,2016
210,CA,6049.0,0.15,1360.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.817,,0.183,728000.0,3.13,0.213,390.0,0.95,0.05,2016
211,CA,6051.0,0.108,1520.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.894,,0.106,793000.0,3.05,0.17,470.0,0.88,0.13,2016
212,CA,6053.0,0.095,40770.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,22439000.0,3.22,0.201,22930.0,0.77,0.24,2016
213,CA,6055.0,0.086,12170.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.788,,0.212,8691000.0,4.18,0.147,4540.0,0.67,0.33,2016
214,CA,6057.0,0.131,12930.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.639,,0.361,10195000.0,4.61,0.186,3260.0,0.65,0.36,2016
215,CA,6059.0,0.096,301650.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.802,,0.198,173334000.0,3.36,0.163,117350.0,0.65,0.35,2016
216,CA,6061.0,0.113,41990.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.517,,0.483,25660000.0,3.58,0.159,13550.0,0.49,0.51,2016
217,CA,6063.0,0.161,3020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.661,,0.339,1682000.0,3.26,0.226,700.0,0.67,0.33,2016
218,CA,6065.0,0.098,227020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,116123000.0,2.99,0.19,116550.0,0.72,0.28,2016
219,CA,6067.0,0.156,230210.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.773,,0.227,122589000.0,3.12,0.208,75010.0,0.71,0.29,2016
220,CA,6069.0,0.059,3450.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,2490000.0,4.22,0.167,2630.0,0.68,0.33,2016
221,CA,6071.0,0.104,218610.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,110212000.0,2.95,0.199,114520.0,0.73,0.28,2016
222,CA,6073.0,0.117,379130.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.786,,0.214,217429000.0,3.36,0.175,127280.0,0.67,0.33,2016
223,CA,6075.0,0.147,125120.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.594,,0.406,96916000.0,4.53,0.147,16880.0,0.57,0.43,2016
224,CA,6077.0,0.133,95290.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.91,,0.09,49627000.0,3.05,0.215,42870.0,0.74,0.26,2016
225,CA,6079.0,0.125,34750.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.658,,0.342,20760000.0,3.5,0.169,8590.0,0.64,0.36,2016
226,CA,6081.0,0.091,68490.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.6,,0.4,43239000.0,3.69,0.132,21370.0,0.55,0.45,2016
227,CA,6083.0,0.1,43960.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.947,,0.053,24210000.0,3.22,0.174,17190.0,0.71,0.29,2016
228,CA,6085.0,0.099,186130.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.618,,0.382,116617000.0,3.67,0.139,60420.0,0.54,0.46,2016
229,CA,6087.0,0.12,32500.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.738,,0.262,21272000.0,3.83,0.184,10010.0,0.65,0.35,2016
230,CA,6089.0,0.168,30130.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.748,,0.252,15458000.0,3.0,0.237,9210.0,0.78,0.22,2016
231,CA,6091.0,0.136,400.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.565,,0.435,231000.0,3.38,0.196,80.0,0.62,0.38,2016
232,CA,6093.0,0.184,8050.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.828,,0.172,4599000.0,3.34,0.262,2320.0,0.86,0.15,2016
233,CA,6095.0,0.137,59020.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.675,,0.325,31508000.0,3.12,0.185,18270.0,0.63,0.37,2016
234,CA,6097.0,0.107,53360.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.737,,0.263,34011000.0,3.73,0.161,16570.0,0.67,0.33,2016
235,CA,6099.0,0.123,65380.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.977,,0.023,34508000.0,3.09,0.219,31950.0,0.76,0.24,2016
236,CA,6101.0,0.15,14350.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.875,,0.125,6739000.0,2.75,0.235,5910.0,0.8,0.2,2016
237,CA,6103.0,0.151,9500.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.9,,0.1,5154000.0,3.18,0.247,3740.0,0.83,0.17,2016
238,CA,6105.0,0.176,2320.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.808,,0.192,1256000.0,3.17,0.245,560.0,0.78,0.22,2016
239,CA,6107.0,0.13,59070.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",1.0,,0.0,29610000.0,2.93,0.267,38370.0,0.81,0.19,2016
240,CA,6109.0,0.147,7900.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.661,,0.339,5693000.0,4.22,0.203,1820.0,0.7,0.3,2016
241,CA,6111.0,0.079,66450.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.874,,0.126,38295000.0,3.37,0.161,32890.0,0.63,0.37,2016
242,CA,6113.0,0.139,29080.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.787,,0.213,16407000.0,3.3,0.181,8210.0,0.68,0.32,2016
243,CA,6115.0,0.161,11910.0,2.0,"SNAP, Other Nutrition Programs",2.0,"SNAP, Other Nutrition Programs",0.862,,0.138,5911000.0,2.9,0.246,5070.0,0.79,0.21,2016
244,CO,8001.0,0.081,39090.0,1.3,SNAP,1.85,Other Nutrition Program,0.671,0.24,0.089,20853000.0,3.12,0.147,19630.0,0.75,0.25,2016
245,CO,8003.0,0.13,2130.0,1.3,SNAP,1.85,Other Nutrition Program,0.764,0.071,0.165,1173000.0,3.22,0.214,860.0,0.69,0.31,2016
246,CO,8005.0,0.119,73750.0,1.3,SNAP,1.85,Other Nutrition Program,0.449,0.153,0.398,41727000.0,3.31,0.144,21800.0,0.62,0.38,2016
247,CO,8007.0,0.101,1250.0,1.3,SNAP,1.85,Other Nutrition Program,0.608,0.187,0.205,688000.0,3.22,0.173,380.0,0.85,0.15,2016
248,CO,8009.0,0.128,470.0,1.3,SNAP,1.85,Other Nutrition Program,0.71,0.125,0.165,219000.0,2.73,0.186,150.0,0.99,0.01,2016
249,CO,8011.0,0.131,760.0,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.044,0.399,383000.0,2.95,0.21,190.0,0.81,0.19,2016
250,CO,8013.0,0.119,37380.0,1.3,SNAP,1.85,Other Nutrition Program,0.488,0.082,0.43,24202000.0,3.79,0.131,8290.0,0.57,0.43,2016
251,CO,8014.0,0.097,6040.0,1.3,SNAP,1.85,Other Nutrition Program,0.304,0.114,0.582,3909000.0,3.79,0.119,1810.0,0.44,0.56,2016
252,CO,8015.0,0.107,1970.0,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.246,0.288,1104000.0,3.28,0.155,450.0,0.93,0.07,2016
253,CO,8017.0,0.102,210.0,1.3,SNAP,1.85,Other Nutrition Program,0.524,0.192,0.284,104000.0,2.91,0.14,90.0,0.74,0.26,2016
254,CO,8019.0,0.107,990.0,1.3,SNAP,1.85,Other Nutrition Program,0.327,0.097,0.575,580000.0,3.43,0.139,200.0,0.48,0.52,2016
255,CO,8021.0,0.073,600.0,1.3,SNAP,1.85,Other Nutrition Program,0.982,0.018,0.0,336000.0,3.28,0.191,430.0,0.81,0.19,2016
256,CO,8023.0,0.081,290.0,1.3,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,161000.0,3.26,0.249,170.0,0.68,0.32,2016
257,CO,8025.0,0.145,810.0,1.3,SNAP,1.85,Other Nutrition Program,0.636,0.074,0.289,439000.0,3.17,0.239,170.0,0.84,0.16,2016
258,CO,8027.0,0.141,620.0,1.3,SNAP,1.85,Other Nutrition Program,0.559,0.268,0.173,312000.0,2.94,0.192,150.0,1.0,0.0,2016
259,CO,8029.0,0.134,4060.0,1.3,SNAP,1.85,Other Nutrition Program,0.66,0.129,0.211,2204000.0,3.18,0.194,1230.0,0.77,0.23,2016
260,CO,8031.0,0.125,82690.0,1.3,SNAP,1.85,Other Nutrition Program,0.616,0.136,0.248,47863000.0,3.39,0.162,22300.0,0.69,0.31,2016
261,CO,8033.0,0.149,270.0,1.3,SNAP,1.85,Other Nutrition Program,0.734,0.167,0.099,163000.0,3.54,0.217,80.0,1.0,0.0,2016
262,CO,8035.0,0.083,26000.0,1.3,SNAP,1.85,Other Nutrition Program,0.212,0.083,0.705,15254000.0,3.43,0.11,9790.0,0.27,0.73,2016
263,CO,8037.0,0.071,3770.0,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.252,0.258,2150000.0,3.34,0.125,1520.0,0.62,0.38,2016
